"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"Aquamall Water Solutions Limited","FY 2014-15",Non-PSU,Uttarakhand,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.04
"Evry India Private Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Mahima Real Estate Private Limited","FY 2014-15",Non-PSU,Rajasthan,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.12
"Container Corporation Of India Limited","FY 2014-15",PSU,Rajasthan,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",1.16
"Cairn India Limited","FY 2014-15",Non-PSU,Rajasthan,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.58
"Hitech Plast Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Cooper Corporation Private Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Tata Power Delhi Distribution Limited","FY 2014-15",Non-PSU,Delhi,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.25
"Dalmia Bharat Sugar And Industries Limited","FY 2014-15",Non-PSU,"Uttar Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.08
"Dalmia Cement (Bharat) Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.16
"Hindustan Aeronautics Limited","FY 2014-15",PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"Hindustan Aeronautics Limited","FY 2014-15",PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",2.37
"Axiscades Aerospace & Technologies Private Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.08
"Maa Tarani Logistics Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Ag8 Ventures Limited","FY 2014-15",Non-PSU,"Madhya Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Bunge India Private Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"Heg Limited","FY 2014-15",Non-PSU,"Madhya Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"Rungta Mines Limited","FY 2014-15",Non-PSU,Jharkhand,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.21
"Rungta Mines Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.24
"Rungta Mines Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.41
"Rungta Mines Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.46
"Amr Power Private Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"The Ramco Cements Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"Ocl Iron And Steel Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Voltech Engineers Private Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"Orissa Stevedores Ltd","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Client Network Services India Private Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"Ashok Leyland Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Minda Sai Limited","FY 2014-15",Non-PSU,Chhattisgarh,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Lincoln Pharmaceuticals Ltd","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Invesco (Hyderabad) Private Limited","FY 2014-15",Non-PSU,Telangana,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.06
"Symbiotec Pharmalab Private Limited","FY 2014-15",Non-PSU,"Madhya Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"Lift Controls Private Limited","FY 2014-15",Non-PSU,Goa,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Tata Motors Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",1.46
"Mspl Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.19
"Altair Engineering India Private Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.08
"Rswm Limited","FY 2014-15",Non-PSU,Rajasthan,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"Mgm Minerals Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.12
"Popular Mega Motors (India) Private Limited","FY 2014-15",Non-PSU,Kerala,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"V V F Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Steel Authority Of India Limited","FY 2014-15",PSU,Jharkhand,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",4.79
"National Aluminium Co Ltd","FY 2014-15",PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.83
"Itc Limited","FY 2014-15",Non-PSU,"Andhra Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",55.89
"Economic Explosives Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",1.0
"Magna Electro Castings Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"Evry India Private Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"Reliance Industries Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.11
"Max Life Insurance Company Limited","FY 2014-15",Non-PSU,Delhi,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Sarda Energy & Minerals Limited","FY 2014-15",Non-PSU,Chhattisgarh,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.12
"Sunflag Iron And Steel Co Ltd","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"Aryan Mining & Trading Corpn Private Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.23
"Virchow Biotech Private Limited","FY 2014-15",Non-PSU,Telangana,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.07
"Proconnect Supply Chain Solutions Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Trinetra Cement Limited","FY 2014-15",Non-PSU,Rajasthan,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"Sungard Solutions (India) Private Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.03
"Sukhjit Starch And Chemicals Ltd","FY 2014-15",Non-PSU,Punjab,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Peninsula Land Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.43
"Ptl Enterprises Limited","FY 2014-15",Non-PSU,Kerala,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.06
"Chemical Systems Technologies (India) Private Limited","FY 2014-15",Non-PSU,Delhi,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Rane Brake Lining Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.06
"The Federal Bank Ltd","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.56
"Graziano Trasmissioni India Private Limited","FY 2014-15",Non-PSU,"Uttar Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.12
"Bhushan Power & Steel Limited","FY 2014-15",Non-PSU,Odisha,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.85
"Hindustan Unilever Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",2.63
"Krishiraj Trading Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"Century Plyboards (India) Ltd.","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"Tamil Nadu Newsprint And Papers Limited","FY 2014-15",Non-PSU,"West Bengal","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.93
"Deepak Fertilisers And Petrochemicals Corporation","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.15
"Tata Chemicals Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",2.07
"Tvs Srichakra Limited","FY 2014-15",Non-PSU,"Tamil Nadu","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"Acc Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",3.16
"Tata Steel Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",5.11
"Hindustan Zinc Limited","FY 2014-15",Non-PSU,Rajasthan,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",1.09
"Cummins India Limited","FY 2014-15",Non-PSU,"Madhya Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.57
"Cummins India Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"Cummins India Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4
"Cummins India Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.65
"Wipro Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.14
"Wipro Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.41
"Wipro Limited","FY 2014-15",Non-PSU,Delhi,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.74
"Wipro Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.81
"Wipro Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",36.1
"Yes Bank Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",2.71
"Mahindra And Mahindra Limited","FY 2014-15",Non-PSU,"Andhra Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",1.5
"Mahindra And Mahindra Limited","FY 2014-15",Non-PSU,"Andhra Pradesh","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",1.6
"Mahindra And Mahindra Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",2.44
"Crisil Limited","FY 2014-15",Non-PSU,"PAN India","Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.88
"Kpit Technologies Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"Kpit Technologies Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"Kpit Technologies Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.07
"Kpit Technologies Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.08
"Kpit Technologies Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.17
"Kpit Technologies Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.33
"Bosch Limited","FY 2014-15",Non-PSU,Rajasthan,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.07
"Bosch Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.29
"Bosch Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3
"Bosch Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.55
"Bosch Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.11
"Bosch Limited","FY 2014-15",Non-PSU,Karnataka,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.13
"Alicon Castalloy Limited","FY 2014-15",Non-PSU,Maharashtra,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"South Eastern Coalfields Limited","FY 2014-15",PSU,Chhattisgarh,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",0.61
"Central Coalfields Limited","FY 2014-15",PSU,Jharkhand,"Environmental Sustainability","Environment, Animal Welfare, Conservation Of Resources",2.95
